startupID,startupName,ICBindustry,ICBsector,accelaratorResult,accelerator,accleratorDate,businessModel,,description,equityValuation,foundedDate,groupClassification,incubator,incubatorDate,incubatorResult,investmentStage,investorName,investorType,keyword,linkedinURL,dealInvestmentAmount,roundDate,roundInvestmentAmount,roundInvestorCount,roundLeadInvestorType,roundValuation,source,startupClassification,stageClassification,startupStatus,state,city,founderName,website,Lat,Lon,Old value
YNOS0474,CONFIRMTKT,Technology,Software & Computer Services,,,,B2C,,IRCTC train PNR predictor which is backed by a unique and efficient algorithm which predicts your IRCTC PNR in seconds based on historical trends.It also assists you in deciding whether to book or not if the train is in waitlist.,"['', '', '', '', '']",,['Booking'],,,,"['Seed', 'Seed Funding', 'Seed Funding', 'Seed Funding', 'Seed Funding']","['PRAVIN AGARWALA', 'ANAND LADSARIYA', 'DR. APOORV RANJAN SHARMA', 'KRISHNA JHUJHUNWALA', 'SANJAY MEHTA']","['Angel', 'Angel', 'Angel', 'Angel', 'Angel']",['IRCTC train PNR predictor'],"['', 'https://angel.co/anand-ladsariya', 'https://in.linkedin.com/in/dr-apoorv-ranjan-sharma-72a1268', 'https://in.linkedin.com/in/krishna-jhunjhunwala-4651236', '']","['', '', '', '', '']","[Timestamp('2015-07-06 00:00:00'), Timestamp('2016-01-08 00:00:00'), Timestamp('2016-01-08 00:00:00'), Timestamp('2016-01-08 00:00:00'), Timestamp('2016-01-08 00:00:00')]","[7.698297909, 16.8064254, 16.8064254, 16.8064254, 16.8064254]",,,,TrakIn,['Internet marketplace and e-commerce'],"['Pre-Seed', 'Pre-Seed', 'Pre-Seed', 'Pre-Seed', 'Pre-Seed']",Angel investment,Karnataka,Bengaluru,"['Dinesh Kumar', 'Sripad Vaidhya']",,13.094454,77.586014,Bengaluru
YNOS0475,CONFIRMTTKT,Technology,Software & Computer Services,,,,B2C,,IRCTC train PNR predictor which is backed by a unique and efficient algorithm which predicts your IRCTC PNR in seconds based on historical trends.It also assists you in deciding whether to book or not if the train is in waitlist.,"['', '', '', '', '']",,['Booking'],,,,"['Seed', 'Seed Funding', 'Seed Funding', 'Seed Funding', 'Seed Funding']","['PRAVIN AGARWALA', 'ANAND LADSARIYA', 'DR. APOORV RANJAN SHARMA', 'KRISHNA JHUJHUNWALA', 'SANJAY MEHTA']","['Angel', 'Angel', 'Angel', 'Angel', 'Angel']",['IRCTC train PNR predictor'],"['', 'https://angel.co/anand-ladsariya', 'https://in.linkedin.com/in/dr-apoorv-ranjan-sharma-72a1268', 'https://in.linkedin.com/in/krishna-jhunjhunwala-4651236', '']","['', '', '', '', '']","[Timestamp('2015-07-06 00:00:00'), Timestamp('2016-01-08 00:00:00'), Timestamp('2016-01-08 00:00:00'), Timestamp('2016-01-08 00:00:00'), Timestamp('2016-01-08 00:00:00')]","[7.698297909, 16.8064254, 16.8064254, 16.8064254, 16.8064254]",,,,TrakIn,['Internet marketplace and e-commerce'],"['Pre-Seed', 'Pre-Seed', 'Pre-Seed', 'Pre-Seed', 'Pre-Seed']",Angel investment,Karnataka,Bengaluru,"['Dinesh Kumar', 'Sripad Vaidhya']",,13.094454,77.586014,Bengaluru
YNOS0476,CONJOOS SOLUTIONS,Technology,Software & Computer Services,,,,B2C,,It is involved in software publishingconsultancy and other applications software.,,,['ERP'],,,,,['MUMBAI ANGELS'],,['Software solutions'],,,"[Timestamp('2014-09-01 00:00:00'), '', '']","[1.2, '', '']","['', '', '']","['Angel forums', '', '']","['', '', '']",VI,['Software and Internet Services'],,Angel investment,New Delhi,New Delhi,[],,28.526592,77.290169,New Delhi
YNOS0478,CONNECTABANK,,,,,,,,,[''],,[],,,,['Seed Funding'],['PRAKHAR BUMB'],['Angel'],[],[''],[''],[Timestamp('2015-09-21 00:00:00')],[''],,,,TrakIn,[],[''],,Maharashtra,Mumbai,"['TARUN KUMAR', 'GOPAL DHAR']",http://connectabank.com,19.180874,72.857452,Mumbai
YNOS0482,COOEY,Healthcare,Healthcare,,,,B2C,,"Cooey is a mobile healthcare platform customizable for remote care. It is an end to end family health monitoring IOT platform that intends to collect (device), store, analyze and provide insights of vital signs for patients.",[''],,['Telemedicine and Online health care platforms'],,,,['Seed Funding'],['SUBHASH GOYAL'],['Angel'],['Health care service providers through video chat'],[''],[30.15166681],[Timestamp('2015-05-19 00:00:00')],[30.15166681],,,,TrakIn,['Health-Tech'],['Pre-Seed'],Angel investment,Karnataka,Bengaluru,['Manu Madhusudhanan R'],,13.094454,77.586014,Bengaluru
YNOS0483,COOEY TECHNOLOGIES,Healthcare,Healthcare,,,,B2C,,"Cooey is a mobile healthcare platform customizable for remote care. It is an end to end family health monitoring IOT platform that intends to collect (device), store, analyze and provide insights of vital signs for patients.",[''],,['Telemedicine and Online health care platforms'],,,,['Seed Funding'],['SUBHASH GOYAL'],['Angel'],['Health care service providers through video chat'],[''],[30.15166681],[Timestamp('2015-05-19 00:00:00')],[30.15166681],,,,VCC,['Health-Tech'],['Pre-Seed'],Angel investment,Karnataka,Bengaluru,['Manu Madhusudhanan R'],http://cooey.co,13.094454,77.586014,Bengaluru
YNOS0484,COOKAROO,Consumer Goods,Food and beverage,,,,B2C,,Cookaro is a platform to get tasty good food.,,2015-01-01,['Food Services'],,,,,"['SACHINDRA MURUGESH,VIJAY KRISHNA YADAV']",,['online food ordering'],,,"[Timestamp('2016-03-01 00:00:00'), '', '']","['', '', '']","[2.0, '', '']","['Angel investors', '', '']","['', '', '']",VI,['Hyperlocal and Logistics'],,Angel investment,Karnataka,Bengaluru,"['DARSHAN SUBHASH', 'ERAJ HASSAN']",https://www.cookaroo.in/c#/landing,13.094454,77.586014,Bengaluru
YNOS0485,COOKAROO FOOD NETWORK,Technology,software & Computer Services,,,,B2C,,"Cookaroo Food Network Pvt. Ltd. provides online food delivery services in Bengaluru. It offers value meals, special meals, salads, and add-ons.","['', '']",2015-01-01,['Food Products'],,,,"['Seed', 'Seed']","['SACHINDRA MURUGESH', 'VIJAY KRISHNA YADAV']","['Angel', 'Angel']",['Food delivery '],"['', '']","['', '']","[Timestamp('2016-03-08 00:00:00'), Timestamp('2016-03-08 00:00:00')]","['', '']",,,,VCC,['Hyperlocal and Logistics'],"['', '']",Angel investment,Karnataka,Bengaluru,"['Eraj Hassan', 'Dharshan Subash']",https://www.cookaroo.in,13.094454,77.586014,Bengaluru
YNOS0486,COOKIFI,Consumer Goods,Food and beverage,,,,B2B,,Cookifi is a chef and cook hiring platform.,,2015-01-01,['Event Management'],Amrita - TBI,2017-02-01,,,"['KRISHNA MEHRA,KUNAL SHAH,ANEESH REDDY,OTHERS']",,['Cook hiring platform'],,,"[Timestamp('2016-06-01 00:00:00'), '', '']","['', '', '']","[4.0, '', '']","['Angel investors', '', '']","['', '', '']",VI,['Consumer Products and Services'],,Angel investment,,,[],https://cookifi.com,,,
YNOS0488,COOLSHARE,Consumer Services,Travel and Leisure,,,,B2C,,Zoomot Services which operates CoolShare a cab sharing service with dedicated routes in Mumbai,[''],,"['Taxi Services, Automobile pooling & Travel']",,,,['Seed Funding'],['GOPAL AGGARWAL'],['Angel'],['Cab sharing service'],['https://in.linkedin.com/in/gopal-aggarwal-03ab7525'],[6.415248257000001],[Timestamp('2015-12-07 00:00:00')],[6.415248257000001],,,,TrakIn,['Hyperlocal and Logistics'],['Pre-Seed'],Angel investment,Maharashtra,Mumbai,"['Youmit Singh', 'Navneet kumar', 'Randeep lobana']",,19.180874,72.857452,Mumbai
YNOS0490,CORAZA TECHNOLOGIES,,,,,,,,,[828.1438017999999],2009-01-01,[],,,,['Series A'],['HARMINDER SAHNI'],['Angel'],[],['https://in.linkedin.com/in/harmindersahni'],[''],[Timestamp('2014-06-04 00:00:00')],[245.9410111],,,,VCC,[],['Series B'],,,,[],https://www.helpchat.in,,,
YNOS0492,CORNER STORE TECHNOLOGIES,Healthcare,Healthcare,,,,B2C,,"Corner Store Technologies Pvt Ltd. operates as a pharmacy that focuses on chronic medicines. It offers services for patients taking medicines regularly for diabetes, heart related disorders, neuro patients, etc.","['', '', '', '', '', '', '']",2015-01-01,['Pharmacy & Medical Supplies'],,,,"['Seed', 'Seed', 'Seed', 'Seed', 'Seed', 'Seed', 'Seed']","['ALOK MITTAL', 'DHEERAJ JAIN', 'KUNAL NARESH SHAH', 'MOHAN LAKHAMRAJU', 'RAJUL GARG', 'RISHI MANDAWAT', 'SANDEEP TANDON']","['Angel', 'Angel', 'Angel', 'Angel', 'Angel', 'Angel', 'Angel']",['Pharmacy'],"['', '', '', 'http://bwdisrupt.businessworld.in/author/Guest-Author/Mohan-Lakhamraju-83368/', '', '', '']","[9.603671657000001, 9.603671657000001, 9.603671657000001, 9.603671657000001, 9.603671657000001, 9.603671657000001, 9.603671657000001]","[Timestamp('2016-03-21 00:00:00'), Timestamp('2016-03-21 00:00:00'), Timestamp('2016-03-21 00:00:00'), Timestamp('2016-03-21 00:00:00'), Timestamp('2016-03-21 00:00:00'), Timestamp('2016-03-21 00:00:00'), Timestamp('2016-03-21 00:00:00')]","[67.2257016, 67.2257016, 67.2257016, 67.2257016, 67.2257016, 67.2257016, 67.2257016]",,,,VCC,['Health-Tech'],"['Seed', 'Seed', 'Seed', 'Seed', 'Seed', 'Seed', 'Seed']",Angel investment,Rajasthan,Jaipur,"['Khrishna Killa', 'Rohit Mohta', 'Deepesh Rajpal']",http://www.lifcare.in,26.87063,75.693398,Jaipur
YNOS0494,CORPORATE WELLNESS SOLUTIONS,,,,,,,,,[''],2013-01-01,[],,,,['Seed'],['VAISHALI KASTURE'],['Angel'],[],[''],[''],[Timestamp('2014-08-28 00:00:00')],[61.02754619],,,,VCC,[],['Seed'],,,,[],http://www.itiffin.in,,,Bethesda
YNOS0497,COUPONHAAT,Consumer Services,Retail,,,,B2C,,Couponhaat's mission is to provide the best coupons and deals for online shoppers in India.,,2015-01-01,['Coupons and Deals'],,,,,['AXEL WAWRINA'],,['Online shopping '],,,"[Timestamp('2017-02-01 00:00:00'), '', '']","['', '', '']","[1.0, '', '']","['Angel investors', '', '']","['', '', '']",VI,['Internet marketplace and e-commerce'],,Angel investment,New Delhi,New Delhi,['VIPIN KUMAR YADAV'],https://www.couponhaat.in/,28.526592,77.290169,New Delhi
YNOS0498,COUPONRAJA,,,,,,,,,"['', '']",,[],,,,"['Seed Funding', 'Seed Funding']","['MAHESH PRATAPNENI', 'PALLAB CHATTERJEE']","['Angel', 'Angel']",[],"['http://techcircle.vccircle.com/tag/mahesh-pratapneni/', '']","['', '']","[Timestamp('2015-06-16 00:00:00'), Timestamp('2015-06-16 00:00:00')]","[32.07624129, 32.07624129]",,,,TrakIn,[],"['Pre-Seed', 'Pre-Seed']",,,,[],,,,
YNOS0499,COURSEWAVE.ORG,Technology,Software & Computer Services,,,,B2C,,Coursewave aims to partner leading educations institutions in India to provide online courses to be made accessible free of cost using the massive open online course (MOOC) model.,,,['Online courses and resources'],,,,,['GROWTHSTORY'],,['Online courses'],,,"[Timestamp('2015-02-01 00:00:00'), '', '']","['', '', '']","['', '', '']","['Angel forums', '', '']","['', '', '']",VI,['Edu-Tech'],,Angel investment,Maharashtra,Mumbai,[],,19.180874,72.857452,Mumbai
YNOS0508,CREDENCE FAMILY OFFICE LLP,,,,,,,,,[''],2010-01-01,[],,,,['Seed'],['VIKRAM KOTAK'],['Angel'],[],[''],[''],[Timestamp('2015-05-11 00:00:00')],[''],,,,VCC,[],[''],,,,[],http://www.credencefamilyoffice.com,,,
YNOS0509,CREDIHEALTH,,,,,,,,,"[125.7388658, '']",,[],,,,"['', 'Seed Funding']","['RAJAT MALHOTRA', 'RAJAT MALHOTRA']","['Angel', 'Angel']",[],"['', '']","[5.132198606, '']","[Timestamp('2015-09-23 00:00:00'), Timestamp('2015-09-23 00:00:00')]","[5.132198606, '']",,,,TrakIn,[],"['Pre-Seed', '']",,Haryana,Gurgaon,['RAVI VIRMANI'],https://www.credihealth.com/,28.457523,77.026344,Gurgaon
YNOS0512,CREDR,Consumer Goods,automobile and parts,,,,B2C,,Indias Only 100% Inspected and Certified Used Bikes Marketplace.,,2014-01-01,['Car Motorbike Industrial'],,,,,['GROWTHSTORY'],,['Bike marketplace'],,,"[Timestamp('2015-06-01 00:00:00'), '', '']","['', '', '']","['', '', '']","['Angel investors', '', '']","['', '', '']",VI,['Internet marketplace and e-commerce'],,Angel investment,Karnataka,Bengaluru,[],,13.094454,77.586014,Bengaluru
YNOS0515,CREO,Technology,Software & Computer Services,,,,B2C,,"Technology based company on a mission to build software that empowers every device. FUEL OS delivers its core promise of a new experience every month, by building features which stem from ideas and suggestions given by its community of users and makers on their proprietary Android based OS, Fuel.",[''],,"['Software services for consumers', 'Internet and software development']",,,,['Private Equity'],['ANAND CHANDRASEKARAN'],['Angel'],['Software developers for all devices'],[''],[''],[Timestamp('2016-01-21 00:00:00')],[201.67710480000002],,,,TrakIn,['Software and Internet Services'],['Series A'],Angel investment,Karnataka,Bengaluru,"['Shubh Malhotra', 'Sai Srinivas Kiran G']",,13.094454,77.586014,Bengaluru
YNOS0518,CROSSAHEAD,Technology,Software & Computer Services,,,,B2B2C,,Crossahead is an online platform for artists to connect with targeted consumers and vice versa. Users can book the desired services from the world class artists available at Crossahead.,,,['Connect to Professionals'],,,,,['MOHIT SHARMA'],,['Connects consumers'],,,"[Timestamp('2016-11-01 00:00:00'), '', '']","['', '', '']","[1.0, '', '']","['Angel investors', '', '']","['', '', '']",VI,['Social Platforms'],,Angel investment,Uttar Pradesh,Noida,['GAURAV WALIA'],http://www.crossahead.com/,28.535517,77.391029,Noida
YNOS0519,CROWN-IT,Consumer Services,Retail,,,,B2C,,Crown It is a mobile app which is set to revolutionize retail business in India. Its a customer club through which customers get cash back each time they visit and spend on retail outlets.,,2014-01-01,['Marketplace'],,,,,"['SANDEEP TANDON,KUNAL SHAH,ANAND CHANDRASEKARAN,GIRISH MATHRUBOOTHAM']",,['Online Marketplace'],,,"[Timestamp('2016-08-01 00:00:00'), '', '']","['', '', '']","[4.0, '', '']","['Angel investors', '', '']","['', '', '']",VI,['Internet marketplace and e-commerce'],,Angel investment,Haryana,Gurgaon,['SAMEER GROVER'],https://crownit.in/,28.457523,77.026344,Gurgaon
YNOS0521,CRUXIO LABS,Technology,Software & Computer Services,,,,B2C,,"Cruxio Labs Pvt. Ltd. owns and operates mobile application Bucker. It serves as an assisting layer over the existing applications on users device to avail simple services like ordering food, recharge, pop up and cab booking.","['', '', '']",2015-01-01,"['Internet and software development', 'Software services for consumers']",,,,"['Seed', 'Seed', 'Seed']","['MUNISH JAUHAR', 'PULKIT JAIN', 'ROHIT NARANG']","['Angel', 'Angel', 'Angel']",['Mobile application bucker'],"['', '', '']","['', '', '']","[Timestamp('2015-08-01 00:00:00'), Timestamp('2015-08-01 00:00:00'), Timestamp('2015-08-01 00:00:00')]","[5.773723432000001, 5.773723432000001, 5.773723432000001]",,,,VCC,['Software and Internet Services'],"['Pre-Seed', 'Pre-Seed', 'Pre-Seed']",Angel investment,Andhra Pradesh,Hyderabad,[],http://getbucker.com,17.437462,78.448288,Hyderabad
YNOS0525,CUBITO,,,,,,,,,[''],2013-01-01,[],,,,['Seed'],['SOL PRIMERO'],['Angel'],[],[''],[104.56854659999999],[Timestamp('2015-03-23 00:00:00')],[104.56854659999999],,,,Deal Curry,[],['Seed'],,,,[],,,,
YNOS0527,CUE LEARN,Technology,Software & Computer Services,,,,B2C,,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,,2015-01-01,['Online courses and resources'],,,,,[''],,['Online mathematics class'],[''],,[Timestamp('2015-08-03 00:00:00')],[''],,,,VCC,['Edu-Tech'],[''],Angel investment,Karnataka,Bengaluru,['Manan Khurma'],http://www.cuemath.com,13.094454,77.586014,Bengaluru
YNOS0528,CUELEARN,Technology,Software & Computer Services,,,,B2C,,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,,2015-01-01,['Online courses and resources'],,,,,[''],,['Online mathematics class'],[''],,[Timestamp('2015-08-03 00:00:00')],[''],,,,TrakIn,['Edu-Tech'],[''],Angel investment,Karnataka,Bengaluru,['Manan Khurma'],,13.094454,77.586014,Bengaluru
YNOS0529,CULT FITNESS,Healthcare,Healthcare,,,,B2C,,Cult is a group of fitness centres that focuses on functional training and group classes.,[''],2015-01-01,['Fitness & Wellness'],,,,['Seed'],['MUKESH BANSAL'],['Angel'],"['Machine and equipment free training programs.', 'Group of fitness centres']",[''],[''],[Timestamp('2016-04-05 00:00:00')],[''],,,,VCC,['Health-Tech'],[''],Angel investment,Karnataka,Bengaluru,['Rashab Telang'],http://www.cult.fitness,13.094454,77.586014,Bengaluru
YNOS0530,CULTUREALLEY,Technology,Software & Computer Services,,,,B2C,,CultureAlley offers self-paced audio-visual lessons and interactive practice exercises online.,,2012-01-01,['Online courses and resources'],500 Startups,2014-01-01,,,"['SUNIL KALRA,RAJAN ANANDAN,OTHERS']",,"['Video learning', 'Online courses']",,,"[Timestamp('2014-11-01 00:00:00'), '', '']","['', '', '']","[2.0, '', '']","['Angel investors', '', '']","['', '', '']",VI,['Edu-Tech'],,Angel investment,Rajasthan,Jaipur,[],http://culturealley.com/AboutUs.jsp,26.87063,75.693398,Jaipur
YNOS0532,CUREINSTANT,Healthcare,Healthcare,,,,B2C,,It is a social health networking site.Where people can follow Doctors Hospitals Pharmacy shop and company Fitness center Yoga instructor Health Magazine and many more which are related to health services.,,2015-01-01,['Telemedicine and Online health care platforms'],,,,,['RAMESHWAR KUMAR'],,['Connects doctors and patients'],,,"[Timestamp('2016-09-01 00:00:00'), '', '']","[1.0, '', '']","[1.0, '', '']","['Angel investors', '', '']","['', '', '']",VI,['Health-Tech'],,Angel investment,New Delhi,New Delhi,['HAMRAJ KUMAR'],https://www.cureinstant.com,28.526592,77.290169,New Delhi
YNOS0533,CUREJOY,,,,,,,,,"['', '', '']",,[],,,,"['Private Equity', 'Private Equity', 'Private Equity']","['LARRY BRAITMAN', 'SUBRATA MITRA', 'VENK KRISHNA']","['Angel', 'Angel', 'Angel']",[],"['https://www.linkedin.com/in/larrybraitman', '', '']","['', '', '']","[Timestamp('2015-09-18 00:00:00'), Timestamp('2015-09-18 00:00:00'), Timestamp('2015-09-18 00:00:00')]","[73.77535496, 73.77535496, 73.77535496]",,,,TrakIn,[],"['Seed', 'Seed', 'Seed']",,,,[],,,,
YNOS0536,CUSTOMER360,,,,,,,,,[''],,[],,,,['Seed Funding'],['VISHWAS PATEL'],['Angel'],[],[''],[''],[Timestamp('2015-05-05 00:00:00')],[''],,,,TrakIn,[],[''],,,,[],,,,
YNOS0537,CUSTOMER360 INC.,,,,,,,,,[''],2013-01-01,[],,,,['Seed'],['VISHWAS AMBALAL PATEL'],['Angel '],[],[''],[''],[Timestamp('2015-05-04 00:00:00')],[''],,,,VCC,[],[''],,,,[],http://www.customer360.co,,,
YNOS0539,CUSTOMFURNISH.COM,Consumer Goods,personal and household goods,,,,B2C,,"Customfurnish.com is a custom-made furniture e-tailer startup. Its designing tool helps the users design their furniture, have a look of the finish product, and get them delivered and installed in their homes within a very short span.","['', '', '', '']",,['Home and furniture'],,,,"['Private Equity', 'Private Equity', 'Private Equity', 'Private Equity']","['MADHUKAR GANGADI', 'SATISH REDDY', 'SRINI KOPPOLU', 'SRINI RAJU']","['Angel', 'Angel', 'Angel', 'Angel']","['Online furniture sellers', 'Furniture designers']","['http://www.business-standard.com/article/companies/serial-entrepreneur-madhukar-gangadi-raises-rs-16-cr-for-new-venture-1150304002741.html', '', '', '']","['', '', '', '']","[Timestamp('2015-03-05 00:00:00'), Timestamp('2015-03-05 00:00:00'), Timestamp('2015-03-05 00:00:00'), Timestamp('2015-03-05 00:00:00')]","[160.3812064, 160.3812064, 160.3812064, 160.3812064]",,,,TrakIn,['Internet marketplace and e-commerce'],"['Series A', 'Series A', 'Series A', 'Series A']",Angel investment,Andhra Pradesh,Hyderabad,['Madhukar Gangadi'],,17.437462,78.448288,Hyderabad
YNOS0541,CUTTING EDGE SOFTWARE,,,,,,,,,[297.81442539999995],2011-01-01,[],,,,['Seed'],['GULPREET KOHLI'],['Angel'],[],['http://www.vccircle.com/news/alternative-investment/2014/08/11/chryscapital-managing-director-gulpreet-kohli-quitting'],[''],[Timestamp('2014-08-19 00:00:00')],[36.00625225],,,,VCC,[],['Seed'],,,,[],,,,
